question,sql
"Show all pending trainees with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped trainees with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active student interns with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed student interns with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending student interns with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped student interns with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active apprentices with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed apprentices with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending apprentices with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped apprentices with division and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active interns with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed interns with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending interns with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped interns with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active trainees with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed trainees with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending trainees with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped trainees with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active student interns with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed student interns with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending student interns with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped student interns with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active apprentices with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed apprentices with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending apprentices with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped apprentices with team and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active interns with unit and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed interns with unit and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending interns with unit and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"Show all dropped interns with unit and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"Show all active trainees with unit and university names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
